tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score,extra_time,penalties
AFC,Group,Australia,Palestine,3,0,0,0,0,0,False,False
AFC,Group,Syria,Palestine,3,2,0,0,0,0,False,False
AFC,Group,Jordan,Australia,0,1,0,0,0,0,False,False
AFC,Group,Iran,Yemen,5,0,0,0,0,0,False,False
AFC,Group,Vietnam,Oman,0,1,0,0,0,0,False,False
AFC,Group,Iran,Vietnam,2,0,0,0,0,0,False,False
AFC,Group,Oman,Yemen,4,0,0,0,0,0,False,False
AFC,Group,Yemen,Vietnam,0,2,0,0,0,0,False,False
AFC,Group,Iran,Oman,2,0,0,0,0,0,False,False
AFC,Group,Japan,Turkmenistan,3,2,0,0,0,0,False,False
AFC,Group,Oman,Uzbekistan,2,1,0,0,0,0,False,False
AFC,Group,Japan,Oman,2,1,0,0,0,0,False,False
AFC,Group,Turkmenistan,Uzbekistan,2,1,0,0,0,0,False,False
AFC,Group,Japan,Uzbekistan,2,1,0,0,0,0,False,False
AFC,Group,Turkmenistan,Oman,1,3,0,0,0,0,False,False
AFC,Group,South Korea,China,1,0,0,0,0,0,False,False
AFC,Group,Philippines,Kyrgyzstan,0,3,0,0,0,0,False,False
AFC,Group,South Korea,Philippines,1,0,0,0,0,0,False,False
AFC,Group,China,Kyrgyzstan,2,1,0,0,0,0,False,False
AFC,Group,Kyrgyzstan,South Korea,1,2,0,0,0,0,False,False
AFC,Group,Philippines,China,0,3,0,0,0,0,False,False
AFC,Group,Qatar,Lebanon,2,0,0,0,0,0,False,False
AFC,Group,Syria,North Korea,1,1,0,0,0,0,False,False
AFC,Group,Qatar,Syria,2,0,0,0,0,0,False,False
AFC,Group,Lebanon,North Korea,4,1,0,0,0,0,False,False
AFC,Group,North Korea,Qatar,1,2,0,0,0,0,False,False
AFC,Group,Syria,Lebanon,1,2,0,0,0,0,False,False
AFC,Group,Qatar,Tajikistan,2,0,0,0,0,0,False,False
AFC,Group,Lebanon,Malaysia,1,1,0,0,0,0,False,False
AFC,Group,Qatar,Lebanon,2,0,0,0,0,0,False,False
AFC,Group,Tajikistan,Malaysia,1,1,0,0,0,0,False,False
AFC,Group,Qatar,Malaysia,2,1,0,0,0,0,False,False
AFC,Group,Tajikistan,Lebanon,1,2,0,0,0,0,False,False
AFC,Group,Australia,Uzbekistan,1,1,0,0,0,0,False,False
AFC,Group,Palestine,Syria,3,0,0,0,0,0,False,False
AFC,Group,Australia,Palestine,3,0,0,0,0,0,False,False
AFC,Group,Uzbekistan,Syria,1,2,0,0,0,0,False,False
AFC,Group,Australia,Syria,2,1,0,0,0,0,False,False
AFC,Group,Uzbekistan,Palestine,1,0,0,0,0,0,False,False
AFC,Group,Iran,United Arab Emirates,2,1,0,0,0,0,False,False
AFC,Group,Iraq,Vietnam,2,1,0,0,0,0,False,False
AFC,Group,Iran,Iraq,1,0,0,0,0,0,False,False
AFC,Group,United Arab Emirates,Vietnam,1,1,0,0,0,0,False,False
AFC,Group,Iran,Vietnam,2,0,0,0,0,0,False,False
AFC,Group,United Arab Emirates,Iraq,0,1,0,0,0,0,False,False
AFC,Group,Japan,Indonesia,4,2,0,0,0,0,False,False
AFC,Group,Saudi Arabia,Thailand,2,1,0,0,0,0,False,False
AFC,Group,Japan,Saudi Arabia,3,0,0,0,0,0,False,False
AFC,Group,Indonesia,Thailand,1,2,0,0,0,0,False,False
AFC,Group,Japan,Thailand,2,1,0,0,0,0,False,False
AFC,Group,Saudi Arabia,Indonesia,3,0,0,0,0,0,False,False
AFC,Group,South Korea,Malaysia,3,0,0,0,0,0,False,False
AFC,Group,Lebanon,Vietnam,0,2,0,0,0,0,False,False
AFC,Group,South Korea,Vietnam,2,1,0,0,0,0,False,False
AFC,Group,Malaysia,Lebanon,1,1,0,0,0,0,False,False
AFC,Group,South Korea,Lebanon,3,0,0,0,0,0,False,False
AFC,Group,Vietnam,Malaysia,2,0,0,0,0,0,False,False
AFC,Group,Japan,Iran,2,0,0,0,0,0,False,False
AFC,Group,United Arab Emirates,Iraq,0,1,0,0,0,0,False,False
AFC,Group,Japan,United Arab Emirates,3,0,0,0,0,0,False,False
AFC,Group,Iran,Iraq,2,2,0,0,0,0,False,False
AFC,Group,Japan,Iraq,1,1,0,0,0,0,False,False
AFC,Group,United Arab Emirates,Iran,1,2,0,0,0,0,False,False
AFC,Knockout,Vietnam,Thailand,2,0,0,0,0,0,False,False
AFC,Knockout,Japan,Uzbekistan,3,1,0,0,0,0,False,False
AFC,Knockout,South Korea,Iran,4,2,0,0,0,0,False,False
AFC,Knockout,Saudi Arabia,Iraq,0,1,0,0,0,0,False,False
AFC,Knockout,Japan,South Korea,3,2,0,0,0,0,False,False
AFC,Knockout,Vietnam,Iraq,1,1,1,0,0,0,True,False
AFC,Knockout,Japan,Saudi Arabia,1,0,0,0,0,0,False,False
AFC,Knockout,Qatar,Iraq,0,2,0,0,0,0,False,False
AFC,Knockout,Japan,South Korea,3,2,0,0,0,0,False,False
AFC,Knockout,Australia,Jordan,1,0,0,0,0,0,False,False
AFC,Knockout,Iran,Bahrain,3,2,0,0,0,0,False,False
AFC,Knockout,Japan,Australia,3,0,0,0,0,0,False,False
AFC,Knockout,Iraq,Iran,2,1,0,0,0,0,False,False
AFC,Knockout,Japan,Australia,1,0,0,0,0,0,False,False
AFC,Knockout,Australia,China,2,0,0,0,0,0,False,False
AFC,Knockout,South Korea,Uzbekistan,2,0,0,0,0,0,False,False
AFC,Knockout,Japan,Jordan,2,0,0,0,0,0,False,False
AFC,Knockout,United Arab Emirates,Iran,2,1,0,0,0,0,False,False
AFC,Knockout,Australia,United Arab Emirates,2,0,0,0,0,0,False,False
AFC,Knockout,Japan,South Korea,2,0,0,0,0,0,False,False
AFC,Knockout,Japan,Australia,2,1,0,0,0,0,False,False
AFC,Knockout,Qatar,Iraq,1,0,0,0,0,0,False,False
AFC,Knockout,Japan,Saudi Arabia,1,0,0,0,0,0,False,False
AFC,Knockout,South Korea,Bahrain,2,1,0,0,0,0,False,False
AFC,Knockout,United Arab Emirates,Australia,1,0,0,0,0,0,False,False
AFC,Knockout,Thailand,China,1,2,0,0,0,0,False,False
AFC,Knockout,Vietnam,Jordan,1,1,1,0,0,0,True,False
AFC,Knockout,Iran,Oman,2,0,0,0,0,0,False,False
AFC,Knockout,Qatar,South Korea,1,1,0,0,4,3,True,True
AFC,Knockout,Japan,Vietnam,1,0,0,0,0,0,False,False
AFC,Knockout,Qatar,South Korea,1,0,0,0,0,0,False,False
AFC,Knockout,Iran,Oman,2,0,0,0,0,0,False,False
AFC,Knockout,United Arab Emirates,Thailand,2,1,0,0,0,0,False,False
AFC,Knockout,Qatar,Iran,4,0,0,0,0,0,False,False
AFC,Knockout,Japan,United Arab Emirates,1,0,0,0,0,0,False,False
AFC,Knockout,Qatar,Japan,3,1,0,0,0,0,False,False
AFC,Knockout,Qatar,Tajikistan,1,0,0,0,0,0,False,False
AFC,Knockout,South Korea,Australia,2,1,1,0,0,0,True,False
AFC,Knockout,Japan,Iran,2,3,0,0,0,0,False,False
AFC,Knockout,Iraq,United Arab Emirates,1,0,0,0,0,0,False,False
AFC,Knockout,Saudi Arabia,Vietnam,2,0,0,0,0,0,False,False
AFC,Knockout,Thailand,Indonesia,1,1,0,0,4,3,True,True
AFC,Knockout,Palestine,Malaysia,2,1,0,0,0,0,False,False
AFC,Knockout,Syria,Lebanon,1,0,0,0,0,0,False,False
AFC,Knockout,Qatar,Iraq,2,1,0,0,0,0,False,False
AFC,Knockout,South Korea,Saudi Arabia,1,0,0,0,0,0,False,False
AFC,Knockout,Thailand,Palestine,1,0,0,0,0,0,False,False
AFC,Knockout,Indonesia,Syria,2,1,0,0,0,0,False,False
AFC,Knockout,Qatar,South Korea,3,2,0,0,0,0,False,False
AFC,Knockout,Thailand,Indonesia,1,1,0,0,3,4,True,True
AFC,Knockout,Qatar,Jordan,3,1,0,0,0,0,False,False
Copa,Group,Paraguay,Peru,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,2,1,0,0,0,0,False,False
Copa,Group,Argentina,Ecuador,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Bolivia,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Ecuador,Uruguay,4,2,0,0,0,0,False,False
Copa,Group,Venezuela,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Peru,Brazil,2,4,0,0,0,0,False,False
Copa,Group,Chile,Colombia,2,2,0,0,0,0,False,False
Copa,Group,Bolivia,Ecuador,2,3,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Uruguay,0,3,0,0,0,0,False,False
Copa,Group,Chile,Peru,2,0,0,0,0,0,False,False
Copa,Group,Brazil,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,6,1,0,0,0,0,False,False
Copa,Group,Uruguay,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Venezuela,Chile,2,1,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,2,2,0,0,0,0,False,False
Copa,Group,Peru,Argentina,0,2,0,0,0,0,False,False
Copa,Group,Bolivia,Venezuela,3,1,0,0,0,0,False,False
Copa,Group,Uruguay,Paraguay,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Chile,1,1,0,0,0,0,False,False
Copa,Group,Peru,Colombia,0,3,0,0,0,0,False,False
Copa,Group,Brazil,Ecuador,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Peru,1,2,0,0,0,0,False,False
Copa,Group,Venezuela,Uruguay,0,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,2,2,0,0,0,0,False,False
Copa,Group,Paraguay,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Chile,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Bolivia,Colombia,1,1,0,0,0,0,False,False
Copa,Group,Ecuador,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,1,3,0,0,0,0,False,False
Copa,Group,Peru,Uruguay,1,1,0,0,0,0,False,False
Copa,Group,Chile,Brazil,0,1,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Chile,3,1,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Peru,2,0,0,0,0,0,False,False
Copa,Group,Uruguay,Colombia,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Venezuela,Brazil,1,3,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Peru,Chile,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,1,0,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Peru,1,0,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Uruguay,4,1,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Chile,0,1,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Peru,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Venezuela,Peru,1,2,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Colombia,Peru,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,4,1,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,2,3,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,4,1,0,0,0,0,False,False
Copa,Group,Argentina,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Brazil,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Peru,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,1,0,0,0,0,0,False,False
Copa,Group,Brazil,Chile,4,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,3,1,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,0,4,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Colombia,Peru,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Brazil,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Ecuador,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Uruguay,Colombia,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Venezuela,3,1,0,0,0,0,False,False
Copa,Group,Peru,Chile,3,4,0,0,0,0,False,False
Copa,Group,Bolivia,Venezuela,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Uruguay,2,1,0,0,0,0,False,False
Copa,Group,Chile,Colombia,1,1,0,0,0,0,False,False
Copa,Group,Argentina,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,1,3,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Peru,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Colombia,2,3,0,0,0,0,False,False
Copa,Group,Ecuador,Paraguay,2,2,0,0,0,0,False,False
Copa,Group,Chile,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Peru,Venezuela,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Brazil,2,2,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,3,1,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Chile,1,4,0,0,0,0,False,False
Copa,Group,Paraguay,Brazil,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,0,3,0,0,0,0,False,False
Copa,Group,Ecuador,Brazil,0,3,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Chile,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Uruguay,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Chile,Bolivia,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,2,1,0,0,0,0,False,False
Copa,Group,Peru,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,2,2,0,0,0,0,False,False
Copa,Group,Ecuador,Chile,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Brazil,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Peru,Argentina,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Ecuador,2,2,0,0,0,0,False,False
Copa,Group,Colombia,Uruguay,2,2,0,0,0,0,False,False
Copa,Group,Chile,Peru,2,1,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Colombia,Chile,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Peru,1,4,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Brazil,Argentina,3,0,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,3,1,0,0,0,0,False,False
Copa,Group,Argentina,Colombia,3,0,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Peru,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Brazil,1,4,0,0,0,0,False,False
Copa,Group,Argentina,Chile,1,0,0,0,0,0,False,False
Copa,Group,Venezuela,Peru,2,2,0,0,0,0,False,False
Copa,Group,Bolivia,Argentina,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,0,2,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,3,1,0,0,0,0,False,False
Copa,Group,Brazil,Paraguay,3,0,0,0,0,0,False,False
Copa,Group,Peru,Uruguay,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,0,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,0,3,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Ecuador,2,0,0,0,0,0,False,False
Copa,Group,Peru,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,1,0,0,0,0,0,False,False
Copa,Group,Ecuador,Peru,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,1,2,0,0,0,0,False,False
Copa,Group,Venezuela,Uruguay,0,0,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Peru,0,0,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,0,1,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,3,0,0,0,0,False,False
Copa,Group,Brazil,Chile,3,0,0,0,0,0,False,False
Copa,Group,Peru,Colombia,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,4,2,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Chile,4,1,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Chile,Peru,4,2,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,1,1,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Colombia,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,4,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Peru,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,0,2,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Argentina,Ecuador,4,0,0,0,0,0,False,False
Copa,Group,Peru,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,3,1,0,0,0,0,False,False
Copa,Group,Venezuela,Chile,0,2,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Uruguay,4,0,0,0,0,0,False,False
Copa,Group,Chile,Colombia,0,3,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,3,1,0,0,0,0,False,False
Copa,Group,Peru,Venezuela,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Chile,Colombia,1,3,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,0,2,0,0,0,0,False,False
Copa,Group,Peru,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,1,1,0,0,0,0,False,False
Copa,Group,Ecuador,Chile,3,1,0,0,0,0,False,False
