tournament,match_stage,home_team,away_team,home_score,away_score,extra_time_home_score,extra_time_away_score,penalties_home_score,penalties_away_score,extra_time,penalties
Copa,Group,Venezuela,Brazil,1,3,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Peru,Chile,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,1,0,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Peru,1,0,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Uruguay,4,1,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Chile,0,1,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Peru,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Venezuela,Peru,1,2,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Colombia,Peru,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,4,1,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,2,3,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,4,1,0,0,0,0,False,False
Copa,Group,Argentina,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Brazil,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Peru,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,1,0,0,0,0,0,False,False
Copa,Group,Brazil,Chile,4,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,3,1,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,3,0,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,0,4,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Colombia,Peru,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Brazil,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Ecuador,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Uruguay,Colombia,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Venezuela,3,1,0,0,0,0,False,False
Copa,Group,Peru,Chile,3,4,0,0,0,0,False,False
Copa,Group,Bolivia,Venezuela,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Uruguay,2,1,0,0,0,0,False,False
Copa,Group,Chile,Colombia,1,1,0,0,0,0,False,False
Copa,Group,Argentina,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,1,3,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,3,0,0,0,0,0,False,False
Copa,Group,Brazil,Peru,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Colombia,2,3,0,0,0,0,False,False
Copa,Group,Ecuador,Paraguay,2,2,0,0,0,0,False,False
Copa,Group,Chile,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Peru,Venezuela,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Brazil,2,2,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,3,1,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Chile,1,4,0,0,0,0,False,False
Copa,Group,Paraguay,Brazil,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,0,3,0,0,0,0,False,False
Copa,Group,Ecuador,Brazil,0,3,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Chile,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Uruguay,Paraguay,4,0,0,0,0,0,False,False
Copa,Group,Chile,Bolivia,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,2,1,0,0,0,0,False,False
Copa,Group,Peru,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,2,2,0,0,0,0,False,False
Copa,Group,Ecuador,Chile,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Brazil,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Peru,Argentina,2,2,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Ecuador,2,2,0,0,0,0,False,False
Copa,Group,Colombia,Uruguay,2,2,0,0,0,0,False,False
Copa,Group,Chile,Peru,2,1,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Venezuela,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Colombia,Chile,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Peru,1,4,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Brazil,Argentina,3,0,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,3,1,0,0,0,0,False,False
Copa,Group,Argentina,Colombia,3,0,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Peru,Brazil,0,2,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Brazil,1,4,0,0,0,0,False,False
Copa,Group,Argentina,Chile,1,0,0,0,0,0,False,False
Copa,Group,Venezuela,Peru,2,2,0,0,0,0,False,False
Copa,Group,Bolivia,Argentina,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,0,2,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,3,1,0,0,0,0,False,False
Copa,Group,Brazil,Paraguay,3,0,0,0,0,0,False,False
Copa,Group,Peru,Uruguay,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,0,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,0,3,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Brazil,Ecuador,2,0,0,0,0,0,False,False
Copa,Group,Peru,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,1,0,0,0,0,0,False,False
Copa,Group,Ecuador,Peru,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,1,2,0,0,0,0,False,False
Copa,Group,Venezuela,Uruguay,0,0,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Peru,0,0,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,0,1,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,3,0,0,0,0,False,False
Copa,Group,Brazil,Chile,3,0,0,0,0,0,False,False
Copa,Group,Peru,Colombia,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,4,2,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Chile,4,1,0,0,0,0,False,False
Copa,Group,Peru,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Chile,Peru,4,2,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,1,1,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Colombia,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,4,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Peru,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Bolivia,Chile,0,2,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Argentina,Ecuador,4,0,0,0,0,0,False,False
Copa,Group,Peru,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,3,1,0,0,0,0,False,False
Copa,Group,Venezuela,Chile,0,2,0,0,0,0,False,False
Copa,Group,Uruguay,Peru,4,2,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Uruguay,4,0,0,0,0,0,False,False
Copa,Group,Chile,Colombia,0,3,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,3,1,0,0,0,0,False,False
Copa,Group,Peru,Venezuela,2,1,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Chile,Colombia,1,3,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,0,2,0,0,0,0,False,False
Copa,Group,Peru,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Peru,1,1,0,0,0,0,False,False
Copa,Group,Ecuador,Chile,3,1,0,0,0,0,False,False
Copa,Group,Paraguay,Peru,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,4,1,0,0,0,0,False,False
Copa,Group,Chile,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Peru,Chile,1,0,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,5,0,0,0,0,0,False,False
Copa,Group,Bolivia,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Ecuador,Paraguay,4,1,0,0,0,0,False,False
Copa,Group,Chile,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Peru,Ecuador,1,0,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Venezuela,Uruguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Bolivia,3,1,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,1,0,0,0,0,False,False
Copa,Group,Peru,Colombia,0,2,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,4,0,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,1,0,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Peru,Uruguay,1,2,0,0,0,0,False,False
Copa,Group,Uruguay,Colombia,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Peru,3,2,0,0,0,0,False,False
Copa,Group,Paraguay,Argentina,2,5,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Chile,3,3,0,0,0,0,False,False
Copa,Group,Ecuador,Uruguay,1,0,0,0,0,0,False,False
Copa,Group,Argentina,Peru,3,1,0,0,0,0,False,False
Copa,Group,Venezuela,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Colombia,1,2,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,3,2,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,2,1,0,0,0,0,False,False
Copa,Group,Peru,Bolivia,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Argentina,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Uruguay,1,1,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,0,2,0,0,0,0,False,False
Copa,Group,Ecuador,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Brazil,Chile,4,2,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,1,3,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,2,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,1,0,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,0,0,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,2,1,0,0,0,0,False,False
Copa,Group,Paraguay,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Colombia,Ecuador,1,1,0,0,0,0,False,False
Copa,Group,Brazil,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Bolivia,Paraguay,1,2,0,0,0,0,False,False
Copa,Group,Argentina,Chile,1,0,0,0,0,0,False,False
Copa,Group,Uruguay,Colombia,2,1,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,0,2,0,0,0,0,False,False
Copa,Group,Paraguay,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,1,1,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Ecuador,Bolivia,3,1,0,0,0,0,False,False
Copa,Group,Uruguay,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Brazil,Chile,3,1,0,0,0,0,False,False
Copa,Group,Venezuela,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Colombia,Argentina,0,2,0,0,0,0,False,False
Copa,Group,Paraguay,Ecuador,1,0,0,0,0,0,False,False
Copa,Group,Uruguay,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Chile,Colombia,1,3,0,0,0,0,False,False
Copa,Group,Argentina,Brazil,1,0,0,0,0,0,False,False
Copa,Group,Bolivia,Uruguay,0,2,0,0,0,0,False,False
Copa,Group,Venezuela,Paraguay,0,1,0,0,0,0,False,False
Copa,Group,Ecuador,Chile,2,1,0,0,0,0,False,False
Copa,Group,Colombia,Brazil,1,1,0,0,0,0,False,False
Copa,Group,Uruguay,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Brazil,Venezuela,3,0,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,1,1,0,0,0,0,False,False
Copa,Group,Ecuador,Colombia,2,0,0,0,0,0,False,False
Copa,Group,Paraguay,Uruguay,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Chile,1,1,0,0,0,0,False,False
Copa,Group,Bolivia,Brazil,0,4,0,0,0,0,False,False
Copa,Group,Venezuela,Ecuador,0,1,0,0,0,0,False,False
Copa,Group,Uruguay,Bolivia,2,1,0,0,0,0,False,False
Copa,Group,Chile,Venezuela,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Paraguay,2,1,0,0,0,0,False,False
Copa,Group,Brazil,Ecuador,3,1,0,0,0,0,False,False
Copa,Group,Colombia,Chile,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Bolivia,1,0,0,0,0,0,False,False
Copa,Group,Uruguay,Ecuador,2,0,0,0,0,0,False,False
Copa,Group,Venezuela,Argentina,0,2,0,0,0,0,False,False
Copa,Group,Chile,Brazil,0,4,0,0,0,0,False,False
Copa,Group,Bolivia,Venezuela,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Paraguay,2,1,0,0,0,0,False,False
Copa,Group,Ecuador,Argentina,1,2,0,0,0,0,False,False
Copa,Group,Uruguay,Chile,3,0,0,0,0,0,False,False
Copa,Group,Paraguay,Venezuela,1,1,0,0,0,0,False,False
Copa,Group,Brazil,Colombia,2,0,0,0,0,0,False,False
Copa,Group,Argentina,Bolivia,3,1,0,0,0,0,False,False
Copa,Group,Ecuador,Uruguay,0,1,0,0,0,0,False,False
Copa,Group,Chile,Paraguay,1,2,0,0,0,0,False,False
Copa,Group,Venezuela,Colombia,0,1,0,0,0,0,False,False
Copa,Group,Bolivia,Argentina,0,2,0,0,0,0,False,False
Copa,Group,Paraguay,Brazil,0,0,0,0,0,0,False,False
Copa,Group,Argentina,Uruguay,1,0,0,0,0,0,False,False
Copa,Group,Colombia,Bolivia,2,0,0,0,0,0,False,False
Copa,Group,Chile,Ecuador,2,2,0,0,0,0,False,False
